0_symptoms_severity_symptom,"[0.03432102874285631, -0.06478989520184278, -0.32116407070868386]"
1_treatment_therapy_baseline,"[0.061718293763507, -0.061455245921951444, -0.3176884867198571]"
2_problem_problems_arithmetic,"[0.01473978540768025, -0.013895639829509896, -0.3526753683698641]"
3_task_switching_set,"[0.04605744786139154, 0.07797930640047736, -0.48461783138687015]"
4_cerebellar_cerebellum_lobule,"[-0.16735153740544365, -0.029168028402601555, -0.3765547509850906]"
5_body_bodies_eba,"[-0.024235507541666042, 0.052985706063519565, -0.36931081363448826]"
6_implicit_explicit_cd,"[-0.026319520266460446, 0.021763632467211077, -0.3877175133695873]"
7_single_trial_task,"[-0.13878399220894747, 0.05550844052700464, -0.3451290818370681]"
8_cues_cue_target,"[-0.06369965922067057, 0.1055713035571363, -0.44450979902120896]"
9_semantic_word_knowledge,"[0.14796537482912295, 0.09684384666670197, -0.24182308855184403]"
10_ofc_orbitofrontal_cortex,"[0.16342227212694074, 0.027299201473299145, -0.2772848224420624]"
11_cognitive_function_performance,"[0.18958297334880284, 0.04252690680524736, -0.35906890422932736]"
12_adhd_disorder_attention,"[-0.027807148878499232, 0.06520535552286023, -0.3731346878099185]"
13_fear_conditioning_extinction,"[-0.028937035407974907, 0.06403754923000886, -0.32879294287235244]"
14_bpd_sn_ifc,"[0.03552041040525768, 0.08811273900245525, -0.3354909335838719]"
15_resonance_magnetic_mechanisms,"[0.019590509252496887, 0.033035413106862456, -0.35434146593879556]"
16_ad_disease_mci,"[0.10273980111829846, 0.012525800231048996, -0.30405006251375977]"
17_frontal_temporal_parietal,"[0.034442297331636035, 0.14362079943528375, -0.4259104692441709]"
18_color_shape_shapes,"[0.03733167710541044, 0.01617395895182889, -0.343205310048506]"
19_illusion_physical_perceived,"[-0.02100584972051813, 0.04487536054865455, -0.3269864503738937]"
20_wm_load_memory,"[-0.013771347801370256, 0.08050224165763115, -0.4670836906210312]"
21_depression_disorder_depressed,"[0.19687903329210785, -0.02058642453245521, -0.24330882425228872]"
22_stroke_recovery_aphasia,"[-0.07561476816911213, -0.08260977585757286, -0.31070333036365966]"
23_reasoning_relational_relations,"[0.012660781170650554, 0.0923425902087887, -0.32939875683544273]"
24_recruitment_recruited_engaged,"[0.05803470830638685, 0.13769381768877864, -0.4047934216110613]"
25_state_resting_fc,"[0.2086209853583373, -0.03032438048468278, -0.08479994388792839]"
26_time_delay_temporal,"[-0.07667228535283016, 0.06476702028124691, -0.3675497771673796]"
27_response_time_reaction,"[-0.04574139270468228, 0.06954907289519194, -0.42763686944581897]"
28_memory_retrieval_episodic,"[0.30736609078663735, 0.15745553373950397, -0.22067758073129884]"
29_matter_gray_volume,"[0.053657549447013404, -0.030767570665850917, -0.302899961186699]"
30_events_future_personal,"[0.19090858069577848, 0.09002372129563381, -0.24064079818340944]"
31_hearing_deaf_sign,"[0.06576594988999733, 0.10427132108224167, -0.34527903401875476]"
32_children_age_adults,"[0.08697815590347799, 0.11118648104968049, -0.3297135181554167]"
33_anterior_cingulate_insula,"[0.08395278492318528, -0.10336136108754194, -0.28912281338861223]"
34_fatigue_spinal_cord,"[0.0218236436118041, 0.08809329972727248, -0.35158898660036464]"
35_automatic_situations_situation,"[-0.026160910510630235, 0.02578856454385172, -0.3832090265219896]"
36_group_control_pattern,"[-0.014008840044025936, 0.012922492044052372, -0.37659599742735356]"
37_long_term_short,"[0.006093382503125081, 0.03988656656545098, -0.37726454334407156]"
38_adults_age_older,"[0.07917117543469185, 0.06001633042282137, -0.3487215891226752]"
39_light_shed_alertness,"[0.027915334799164082, -0.007349490370818979, -0.3524155289241372]"
40_ventral_dorsal_stream,"[-0.1195251509005939, 0.1030095116645958, -0.4274198500589253]"
41_mi_md_rs,"[0.06370588545853371, 0.10064246461738968, -0.3397148345414955]"
42_negative_positive_vmpfc,"[0.26088249535762725, 0.04525549958118699, -0.18866520013336266]"
43_conflict_interference_incongruent,"[0.019437791888797656, 0.0849625347919122, -0.44728689120943654]"
44_reho_resting_state,"[-0.02226764501376916, -0.0111114232054519, -0.29794599680705125]"
45_gyrus_frontal_inferior,"[0.06300385567805301, -0.0591775172093164, -0.3659461448246251]"
46_hemisphere_hemispheric_language,"[-0.12329009076353661, -0.05700749103815027, -0.39550149052121514]"
47_parietal_network_fronto,"[-0.0009411362986087859, 0.06405046860252504, -0.5041222793808766]"
48_parietal_inferior_lobule,"[-0.0914334045978598, 0.08158339982347153, -0.49118521864935705]"
49_thalamus_putamen_striatal,"[-0.07021310349061785, -0.17044881627832967, -0.3270958537025764]"
50_alcohol_substance_history,"[0.03638828467063297, 0.06442500786223077, -0.35414310037371816]"
51_sustained_transient_monitoring,"[-0.026493518408368857, 0.07121857770607445, -0.3764257111938836]"
52_control_cognitive_task,"[0.09672087669830076, 0.02990542816120474, -0.43098674118321295]"
53_stimulation_tms_rtms,"[0.049885235990466216, 0.047130731465675146, -0.34056676771959743]"
54_food_weight_eating,"[-0.033390288506522224, 0.03557371291795061, -0.3866300663694689]"
55_music_musical_pitch,"[-0.020152850717173078, 0.04865068639670561, -0.37567788862395785]"
56_placebo_mg_ht,"[0.03285147223640957, -0.00031250209417630487, -0.37186969169738765]"
57_learning_learned_sequence,"[-0.01528140410650764, 0.06223158885301409, -0.40988221880314685]"
58_autonomic_arousal_rate,"[-0.00016815634707459707, 0.03479741058509506, -0.3375477801392515]"
59_individual_variability_subject,"[-0.011292325262418532, -0.06425918637988669, -0.30759778691435913]"
60_mechanisms_underlying_evaluation,"[0.08109706248949465, -0.008435752361037748, -0.3089119892278288]"
61_individuals_people_group,"[0.13270192808422748, 0.053846216506165515, -0.33032879238290475]"
62_matter_volume_grey,"[-0.02916627092525963, -0.11751322258043692, -0.3120655773910653]"
63_nucleus_caudate_accumbens,"[0.03360795843089361, 0.03064988585827027, -0.39013439629508534]"
64_attention_attentional_visual,"[-0.11309663424980723, 0.20517449015928177, -0.452502617484725]"
65_recognition_correct_familiarity,"[0.07610564947604512, 0.13166408706444815, -0.35143827668601724]"
66_emotional_negative_amygdala,"[0.1983000244790277, 0.08081187159593105, -0.12441849271014317]"
67_adolescents_adolescent_age,"[0.04975368381170844, 0.034376953263671906, -0.3288293947944837]"
68_high_level_higher,"[0.02793817489538101, 0.07627490007579366, -0.3348205626988419]"
69_response_sensitivity_hemodynamic,"[-0.06270295449991675, 0.02919554369949811, -0.3687360604548194]"
70_classification_accuracy_machine,"[-0.03179007998731884, 0.043219177958850274, -0.3285918520691962]"
71_interaction_modulation_influence,"[-0.010267768148061, 0.046999029008960205, -0.3458243401550661]"
72_items_pairs_item,"[0.05924248373406833, 0.10206486400589637, -0.3564860671978655]"
73_ifg_gyrus_frontal,"[0.055340187761060367, 0.022730250004532472, -0.31513878925341776]"
74_feedback_negative_performance,"[-0.019922806997893748, -0.0442184960751425, -0.3538529067596997]"
75_asd_autism_group,"[-0.022528647343722216, 0.08661406926819526, -0.3012682916583673]"
76_ocd_disorder_compulsive,"[0.07091398650678064, 0.09296064833550413, -0.34100652622419925]"
77_mpfc_cortex_prefrontal,"[0.3787933029287204, 0.10404627522695663, -0.08409775502814715]"
78_stress_ms_cortisol,"[0.0072192186255373636, 0.024286353339349656, -0.3748536741389253]"
79_training_practice_trained,"[-0.09606406077854862, -0.05203368962552393, -0.37724762366825026]"
80_gait_walking_bg,"[0.028670110063960173, 0.08324804248983904, -0.3540346366366065]"
81_pattern_patterns_representations,"[-0.07080499769614038, 0.0648379770738511, -0.3380871473034166]"
82_motion_mt_moving,"[-0.26366098005624017, 0.2249127589847676, -0.3366145315929467]"
83_posterior_anterior_cortex,"[0.010515758730308545, -0.048165035859747435, -0.3419457296111211]"
84_research_previous_important,"[0.0675984549962964, 0.06978444415494127, -0.2763880100557941]"
85_human_organization_subregions,"[-0.018583577619578386, 0.024786421791808802, -0.3858205967141152]"
86_ips_number_numerical,"[-0.066529554870979, 0.12748033305293963, -0.4769873580177814]"
87_ptsd_trauma_stress,"[0.012604492357396403, 0.09910464557048038, -0.3562095298017488]"
88_network_frontoparietal_identified,"[0.09038081710392389, 0.08912630972399618, -0.3321642919633834]"
89_pfc_prefrontal_cortex,"[0.12739744369363953, 0.08457804127079836, -0.39307656299312943]"
90_imagery_mental_rotation,"[-0.15807223443324517, 0.02454496839571763, -0.4073422974911996]"
91_movement_motor_movements,"[-0.37361647036290085, -0.2710619321536316, -0.2870622284786471]"
92_executive_control_functions,"[0.021749453250333315, 0.04095121880887253, -0.43353900731244005]"
93_language_sentences_comprehension,"[0.144871251770649, -0.013474411493617, -0.15584496161247757]"
94_allele_genetic_genotype,"[0.0034395493327820706, 0.00034035132455183275, -0.3503891821775425]"
95_verbs_verb_nouns,"[0.026878541115816456, 0.016456563634776974, -0.3567840072238421]"
96_hd_psychopathy_fcd,"[-0.00376899776464076, 0.08060333591202301, -0.379574336302622]"
97_adaptation_selective_stimulus,"[-0.10292393921345362, 0.16217866816232318, -0.36636438936766946]"
98_cbf_perfusion_cerebral,"[-0.018670841917111148, 0.0428288617551306, -0.36906601983959053]"
99_detection_novelty_oddball,"[0.0187713080738413, 0.010384039189676187, -0.35862453555488666]"
100_gestures_abstract_race,"[-0.01884096766858436, 0.01744205082546992, -0.37841815420928687]"
101_ms_source_sources,"[-0.18203383878174684, -0.014821964030786498, -0.32372631219906406]"
102_method_spatial_methods,"[-0.10175433065602141, 0.011401204643984848, -0.28400344931817256]"
103_timing_temporal_rhythm,"[0.009773637668012487, 0.06766053430175213, -0.35438308231150933]"
104_smokers_smoking_nicotine,"[0.03953523108378743, 0.10369347310147624, -0.34207516871367133]"
105_mdd_depressive_depression,"[0.021864383977492966, 0.0958947589022797, -0.327600980492944]"
106_blind_sighted_judgments,"[0.01647472045318522, 0.07513313994166482, -0.3362438559711913]"
107_model_models_linear,"[-0.0818886300268348, 0.023293613813656466, -0.3440492199165987]"
108_visual_auditory_sensory,"[-0.1737000892591119, 0.047921754072362946, -0.2812874470866391]"
109_measures_size_level,"[-0.04282871916236021, -0.036314489426507404, -0.29889003805052444]"
110_lesions_patient_lesion,"[-0.11581638546015084, -0.016077961941816297, -0.33452292056360483]"
111_memory_encoding_hippocampal,"[0.09434401499502595, 0.20617955858747172, -0.2803262836231206]"
112_context_empathy_contextual,"[0.07774546018718229, 0.04446134372783286, -0.32092667586615187]"
113_network_global_local,"[-0.021986912037622548, 0.047823456540606234, -0.29815233906344757]"
114_vestibular_tbi_injury,"[0.055747185992821364, 0.10575740607932431, -0.3550076025081705]"
115_face_faces_fusiform,"[-0.07681797804800923, 0.3151470005340853, -0.23676188677553303]"
116_task_matching_strategy,"[0.003009944001320427, 0.1357211380834419, -0.3885538464604595]"
117_object_objects_visual,"[-0.2561332822540334, 0.280777006706494, -0.38812146257659036]"
118_goal_goals_planning,"[-0.014479246303476842, 0.040399342577448, -0.35719615878821476]"
119_dlpfc_prefrontal_cortex,"[0.13707142222883537, 0.07072284326832443, -0.45393498140113475]"
120_hand_movements_limb,"[-0.33171412508990306, -0.17574368902154605, -0.3302386119502652]"
121_tool_tools_knowledge,"[0.022793037628581137, 0.0510838684154642, -0.34554964916499276]"
122_magnetic_order_resonance,"[-0.06405404226914543, -0.019510550981310236, -0.40824309141621573]"
123_junction_tpj_temporoparietal,"[0.042089576981887096, 0.08917650821066862, -0.34063319135658826]"
124_post_pre_roi,"[-0.01686890402032763, -0.02063857669658207, -0.32920796953472237]"
125_expertise_experts_ic,"[0.04722586504459155, 0.10631234392677898, -0.3594232194609295]"
126_anxiety_aggression_anxious,"[0.00708124927298296, -0.0047878708588353445, -0.3829724758427295]"
127_task_performance_cognitive,"[-0.018616211328900775, 0.04270320705244266, -0.4470985906396537]"
128_prediction_error_outcome,"[0.048063341886784995, 0.056012282382238265, -0.3966278771028794]"
129_gyrus_temporal_middle,"[-0.05363458539336112, 0.29820688604284484, -0.2565976011866484]"
130_risk_high_taking,"[0.008231950638168556, 0.02378611499916771, -0.35288144028907587]"
131_test_performance_intelligence,"[0.027615185837494394, 0.059503319071292124, -0.34124788737460754]"
132_mtl_temporal_medial,"[0.06514974911360462, 0.04822036469958343, -0.30182653734818454]"
133_pd_error_errors,"[0.06552992663342444, 0.060690942672551644, -0.33727789808436853]"
134_motor_cortex_supplementary,"[-0.33068284373863943, -0.2996130249544499, -0.2964779224019474]"
135_basal_ganglia_moral,"[-0.030130109688476465, -0.10177124059629584, -0.34868812845999647]"
136_white_matter_tensor,"[-0.04930329674261533, -0.024132908311599137, -0.3432982310069194]"
137_regulation_emotion_reappraisal,"[0.16928673594462704, -0.002405861463842745, -0.2878651258524201]"
138_real_virtual_reality,"[-0.06156490648760207, 0.022872616895949285, -0.3583355186232936]"
139_faces_emotional_facial,"[0.09638976946106413, 0.09405376955567545, -0.15685983369572207]"
140_epilepsy_temporal_lobe,"[0.013977694845445353, 0.05595807384654714, -0.35618215799753655]"
141_systems_predicted_models,"[0.10583146492151939, 0.10685173620343909, -0.3399800897882521]"
142_scene_scenes_perspective,"[-0.04051215278506894, 0.23020054458689926, -0.34155547245369916]"
143_action_actions_observation,"[-0.1595686243261839, 0.018252058396486078, -0.4134861466791811]"
144_integration_process_task,"[0.02858183327042627, 0.101563689689767, -0.3678112083800995]"
145_mind_mental_social,"[0.30352949280880215, 0.12502663451329193, -0.1187050067975674]"
146_pain_painful_chronic,"[-0.07819208770539471, -0.2553225751033846, -0.3100564185092522]"
147_target_search_targets,"[-0.049423216201126434, 0.12389921849417647, -0.4050985835954231]"
148_approach_paradigm_free,"[0.04783148604629452, 0.07255434045709074, -0.2737965031907158]"
149_olfactory_taste_odor,"[0.03643996444333971, 0.1059362270126638, -0.3470413350870416]"
150_reading_phonological_readers,"[-0.04317935508160639, 0.10035743227990909, -0.3418530297457351]"
151_common_overlap_overlapping,"[0.012136120334397652, 0.07724635451330181, -0.4001893070832822]"
152_perceptual_perception_visual,"[-0.13637708460857617, 0.14360472390413534, -0.38604698114615854]"
153_phase_women_menstrual,"[-0.00795584336697805, 0.10962678030354045, -0.352694623581777]"
154_social_interactions_interaction,"[0.23370627252877638, 0.11532133669823043, -0.17925828209638126]"
155_temporal_sulcus_superior,"[-0.05811774563498831, 0.08971046779381457, -0.23924129538415578]"
156_schizophrenia_group_psychosis,"[0.15298409361373164, 0.053534239024858085, -0.2878665471882167]"
157_somatosensory_stimulation_cortex,"[-0.316351852366891, -0.3168601284131781, -0.312919290168381]"
158_pet_glucose_metabolism,"[-0.013219747738852948, 0.04857540466920886, -0.3288385335549012]"
159_inhibition_response_inhibitory,"[0.03869363489535456, -0.01579777936620089, -0.41567850243647286]"
160_bias_biases_spd,"[-0.0022122805723478736, 0.0777233658937113, -0.3408182549662851]"
161_women_men_sex,"[0.0008399347405005929, -0.018549016545646287, -0.31675339412199793]"
162_words_word_lexical,"[0.01845665237149365, 0.07506610362637689, -0.3112776068814599]"
163_language_chinese_english,"[-0.05778698494504006, 0.06487849423002814, -0.33569592150489846]"
164_frequency_hz_power,"[-0.13206985699606022, -0.05833061407586902, -0.2702191437716678]"
165_early_stage_late,"[-0.06936982163834758, 0.06117505489407598, -0.3913503455077446]"
166_pictures_picture_images,"[0.019226689635854128, 0.14876249074135542, -0.3046640031026179]"
167_human_humans_animal,"[-0.17407338099224132, 0.006265771395385517, -0.3716663570250991]"
168_baseline_time_follow,"[-0.037568609971902166, -0.006027230934108587, -0.33166875030183235]"
169_acupuncture_stimulation_vstm,"[0.056093195238161316, 0.11277313326063526, -0.34554250810739534]"
170_noise_scanner_epi,"[-0.12153222779913798, -0.04653964805588295, -0.28655841143420085]"
171_cortex_prefrontal_medial,"[0.25503069759423735, 0.06166304424611133, -0.37936012338791275]"
172_verbal_fluency_overt,"[-0.024709293465064067, 0.01474229881137061, -0.34365980250341344]"
173_touch_ct_tactile,"[0.049782418665792756, 0.04432730651773465, -0.3364322751619913]"
174_type_joint_sa,"[0.011725383095441605, 0.04309933602439781, -0.3455226374809878]"
175_dopamine_dopaminergic_striatum,"[0.00477358600782459, 0.040863464501725046, -0.3606949081367595]"
176_met_val_comt,"[0.028638729833463064, 0.08657155037607475, -0.3637800042626891]"
177_mood_rumination_induction,"[-0.00475540370608885, 0.11282382520963315, -0.35504706783441325]"
178_resonance_magnetic_previous,"[-0.02210583449384102, 0.0524502454221465, -0.35364296575558074]"
179_memory_working_task,"[0.07832793055755533, 0.10478884179001226, -0.5093453217459376]"
180_amygdala_threat_fear,"[0.06032448725065536, 0.03981912137970103, -0.27779605780233874]"
181_creative_creativity_generation,"[0.03709506273986559, 0.06141333201298244, -0.35748304809208764]"
182_experience_subjective_ratings,"[0.06861500565096215, 0.0006669038480773655, -0.28661854650253277]"
183_orientation_colour_separation,"[0.005070274848059177, 0.023618319506271416, -0.38882699018635836]"
184_spatial_location_space,"[-0.1967762536579037, 0.17564999502804662, -0.4608880842329215]"
185_relatives_genetic_siblings,"[-0.012521857154749513, 0.06868131423609088, -0.34547508445739333]"
186_decision_making_choice,"[0.20564380136931495, 0.1085822572108491, -0.34769630072134744]"
187_speech_auditory_temporal,"[-0.06790633173331997, -0.20294120795589196, -0.09795303238485258]"
188_sleep_sd_als,"[-0.016898016440650743, 0.06849784743154157, -0.37182556590726673]"
189_category_categories_categorization,"[-0.06684996520090226, 0.15012670143555032, -0.3409774151054928]"
190_visual_cortex_occipital,"[-0.35186575719509533, 0.4336877956440867, -0.31539411259829014]"
191_eye_gaze_saccade,"[-0.24726022832020206, 0.12344007100402198, -0.40022448853271303]"
192_stimulus_trials_trial,"[-0.05678326261517224, 0.12587436755264175, -0.42612681239007677]"
193_mirror_video_imitation,"[-0.1647745379657713, 0.06315412478225199, -0.35030479536610665]"
194_network_default_dmn,"[0.3538517736036105, 0.12894168486942217, 0.005371704804462741]"
195_group_age_magnetic,"[0.03019620817216548, -0.07083855295607712, -0.33976214195850973]"
196_personality_trait_scores,"[0.1297303134936697, 0.03420934424496289, -0.2837260598923456]"
