0_network_state_resting,"[0.3413560643345224, 0.08131027787114212, -0.015347811702179286]"
1_anxiety_trait_personality,"[0.23311501915489766, 0.0312018090626571, -0.2309326241519391]"
2_cerebellar_cerebellum_basal,"[-0.17983363105692185, -0.15712692709926224, -0.36287431686569566]"
3_cortex_anterior_cingulate,"[0.15122502244894268, -0.12073513237010393, -0.25122755525912743]"
4_stimulus_time_repetition,"[-0.07660924186928399, 0.09941564182555561, -0.3658034902050074]"
5_gyrus_frontal_inferior,"[0.043685050780551356, 0.07846276457292455, -0.4169219640486832]"
6_auditory_speech_temporal,"[-0.08201403904022314, -0.2177048733624486, -0.09990699621020925]"
7_reward_feedback_striatum,"[0.16658985053801761, 0.014276004614827534, -0.31072410161178365]"
8_mpfc_social_medial,"[0.44402450993277726, 0.1534283759362974, -0.019284744840007233]"
9_memory_working_wm,"[0.04607592897748505, 0.09433612383668546, -0.5292709312435734]"
10_food_taste_weight,"[-8.749849011784068e-05, 0.041339735151590326, -0.3350306360441928]"
11_learning_training_practice,"[-0.09969216311313432, -0.06144694748776603, -0.40954753673554484]"
12_women_men_sex,"[0.0027900625723118206, -0.0362946787979664, -0.3008076397987862]"
13_fear_threat_smokers,"[0.09150226226438121, 0.0018117788803478354, -0.23569522014851674]"
14_disease_ad_pd,"[0.11413681321405252, -0.06116750869261494, -0.27305244959942515]"
15_task_performance_cognitive,"[-0.017312932592021355, 0.0736321086051659, -0.46976609310280903]"
16_response_inhibition_control,"[0.004446391224699433, -0.02004810646116589, -0.4351388328366555]"
17_motor_cortex_hand,"[-0.4007940014926688, -0.3544512350930507, -0.2388905983321383]"
18_number_ips_numerical,"[0.02564357678536151, 0.10284939586980305, -0.46033128243752974]"
19_action_actions_observation,"[-0.23509016164668892, 0.03426771583685586, -0.37858504963586703]"
20_control_conflict_task,"[0.05881738810445349, 0.04617781547274341, -0.49071178278152927]"
21_matter_volume_structural,"[0.11449424717331548, -0.16403331769090362, -0.2544710299504809]"
22_method_group_approach,"[-0.13158554420610735, -0.03169919343388836, -0.20003365071144708]"
23_asd_autism_group,"[0.019047225446737474, 0.08683133487846303, -0.3273054897393701]"
24_age_adults_older,"[0.11043382346857773, 0.10900357605420566, -0.34006029754678263]"
25_spatial_body_human,"[-0.32271386728556206, 0.12848261721856447, -0.4342769675714141]"
26_emotional_amygdala_negative,"[0.20141189934951376, 0.07333352293197333, -0.11560123911085594]"
27_disorder_adhd_group,"[0.18165758132960644, 0.005271670485784118, -0.34339433078835685]"
28_social_empathy_moral,"[0.26163276201420815, 0.07322196750496378, -0.21466193816012466]"
29_stress_ptsd_trauma,"[0.05579904321218427, -0.04558352567341715, -0.2736771471266686]"
30_decision_making_risk,"[0.2070158703674404, 0.0948501628380809, -0.3356098381757896]"
31_model_models_prediction,"[0.011418950399534462, 0.0474101097582234, -0.3614512982761726]"
32_pain_somatosensory_stimulation,"[-0.17202428806252404, -0.38158454864527125, -0.2904834524385937]"
33_memory_retrieval_encoding,"[0.27633255272017493, 0.21648845080335602, -0.21813940387902575]"
34_frequency_hz_ms,"[-0.2225838136333954, -0.0624041556033937, -0.24638230026247376]"
35_schizophrenia_risk_genetic,"[0.17545773879588733, 0.06201581663111377, -0.2803196642199335]"
36_placebo_treatment_dopamine,"[0.0770822474949454, -0.04574992706733267, -0.32704643363484687]"
37_language_reading_word,"[0.049124621997996866, 0.057041183178592574, -0.23747618064922943]"
38_semantic_category_representations,"[0.005794132560460854, 0.20161532429765566, -0.28638830408136684]"
39_stimulation_tms_bpd,"[-0.15397028630155707, -0.11638890592323485, -0.333056406377938]"
40_face_faces_facial,"[-0.05233713669475221, 0.28573460408751106, -0.1705499506969886]"
41_imagery_mental_events,"[0.029015091740914833, 0.24483909848271554, -0.2717564783789094]"
42_visual_cortex_sensory,"[-0.37009970886119015, 0.3268583102127178, -0.33634054241942735]"
43_magnetic_mechanisms_human,"[0.08238772737905635, 0.08299170718019848, -0.3240821557437523]"
44_eye_sleep_gaze,"[-0.25559192741734743, 0.10325182484574169, -0.3767501100641668]"
45_motion_perception_visual,"[-0.3217546355717653, 0.2556131321115799, -0.32382566089118275]"
46_hemisphere_language_stroke,"[-0.11233281622920842, -0.08601642346949202, -0.31382748194045396]"
47_attention_attentional_target,"[-0.13823734158419135, 0.2032676946922067, -0.4802560011285525]"
48_prefrontal_cortex_pfc,"[0.20934978432619794, 0.10150314065099908, -0.4611784216866942]"
49_depression_mdd_state,"[0.24349944937108392, 0.027134069284924404, -0.1576341191711195]"
